,User_ID,Changed Field,Initial Value,Final Value,Delta,Number of Changes
1279,@MatchesRSV,Following,95,96,1.0,1
1281,@Mathematics_NT,Following,37,52,15.0,2
1283,@MatsumuraKazuko,Following,1591,1590,-1.0,1
1285,@MattRMan93,Following,384,386,2.0,3
1288,@MatyasMon,Following,99,100,1.0,1
1291,@MaureenHSulliv2,Following,109,117,8.0,5
1293,@Mavros_Gatos1,Following,561,568,7.0,3
1295,@Mb51082451,Following,98,99,1.0,1
1296,@McWilliamsSBMI,Following,970,976,6.0,1
1298,@MdRofiq44286170,Following,435,436,1.0,1
1300,@Melietcetera,Following,5084,5138,54.0,6
1302,@Melikmedyadanis,Following,41,46,5.0,4
1304,@MenaToday1,Following,130,133,3.0,2
1306,@MergedMatches,Following,134,143,9.0,7
1308,@MeriemVerges,Following,2015,2030,15.0,5
1310,@Messi92256247,Following,485,493,8.0,4
1312,@MetalRabbit13,Following,5306,5328,22.0,1
1314,@MetalRabbit13X,Following,920,949,29.0,5
1316,@MichaelPer22289,Following,162,163,1.0,3
1318,@MicrobesInfo,Following,513,512,-1.0,1
1320,@MiddxMinxx,Following,185,184,-1.0,3
1322,@MikeABarden,Following,71,70,-1.0,1
1326,@Misesman1,Following,2971,3016,45.0,1
1329,@Mitchal011,Following,76,86,10.0,1
1331,@Mizuholuxe,Following,65,66,1.0,1
1333,@Mlehman99,Following,832,837,5.0,4
1336,@MoeSatKhinn,Following,147,148,1.0,1
1338,@Mohammad_bursa,Following,876,873,-3.0,1
1340,@MolanaHamed,Following,52,53,1.0,1
1342,@MollyRibeli,Following,121,296,175.0,1
1345,@MonicaSager3,Following,524,514,-10.0,2
1348,@MoniifyBusiness,Following,35,30,-5.0,1
1350,@MontelCannabis,Following,2969,2967,-2.0,1
1352,@Motor_City_DET,Following,867,907,40.0,6
1355,@MrGoMario,Following,302,316,14.0,2
1358,@MrSpiritsRaven,Following,7289,7238,-51.0,8
1361,@MrStealth27,Following,344,345,1.0,3
1363,@MrValencia24,Following,238,240,2.0,1
1365,@MrsLicholai,Following,62,64,2.0,2
1368,@MsEllieGeary,Following,686,692,6.0,1
1371,@MsPacNWer,Following,5705,5760,55.0,6
1374,@Muhamma48493081,Following,137,161,24.0,2
1376,@MukomaIcho,Following,66,65,-1.0,1
1377,@MummyFever,Following,8980,8985,5.0,5
1379,@MutzUk,Following,429,428,-1.0,1
1381,@MyConsTracker,Following,31,32,1.0,1
1384,@My_My_Johnson,Following,168,175,7.0,3
1386,@Myopinion2cents,Following,3520,3541,21.0,4
1390,@NB_Dudeness,Following,1779,1773,-6.0,5
1392,@NCHH,Following,1729,1725,-4.0,2
1394,@NCThirdAge,Following,1019,1052,33.0,6
1397,@NFIDVaccines,Following,4495,4493,-2.0,6
1399,@NFJShane,Following,1681,1679,-2.0,2
1400,@NH_India,Following,346,349,3.0,3
1402,@NLJacky,Following,618,639,21.0,5
1404,@NORTHSTAR112025,Following,455,455,0.0,2
1406,@NWO4LYFE666CCP,Following,1613,1626,13.0,3
1408,@Na_So_Nicht,Following,119,118,-1.0,1
1410,@Najeeb_Elum,Following,37,40,3.0,1
1412,@Natalie49229738,Following,3827,3840,13.0,7
1413,@NaveenSankarS,Following,312,239,-73.0,4
1416,@NawahBlog,Following,43,57,14.0,1
1417,@Nawaiwaqt_,Following,315,316,1.0,1
1419,@Ncubekhan,Following,1344,1357,13.0,1
1421,@NdidiUwechue,Following,324,329,5.0,4
1422,@Nellyjr80,Following,3549,3550,1.0,1
1424,@NerdyAlh85,Following,448,489,41.0,5
1427,@NewIndiaAbroad,Following,2,3,1.0,1
1429,@News247Global,Following,269,278,9.0,3
1430,@News9Tweets,Following,95,96,1.0,1
1432,@NewsCafe_eu,Following,617,616,-1.0,2
1435,@NewsMedical,Following,3833,3832,-1.0,4
1439,@NewsX,Following,264,265,1.0,1
1441,@Newskarnataka,Following,1811,1815,4.0,1
1443,@Newzjunkie_,Following,497,495,-2.0,3
1449,@Nida1280,Following,210,208,-2.0,3
1450,@Nights_Page,Following,20,21,1.0,1
1452,@NikkiS_MCSFS,Following,1193,1196,3.0,4
1454,@NikolaSignals,Following,376,394,18.0,5
1457,@Niph0010,Following,91,97,6.0,1
1460,@NizarBaidoun,Following,725,724,-1.0,1
1463,@NoWar28052360,Following,3005,3013,8.0,5
1465,@NoaLevi07102023,Following,238,238,0.0,2
1468,@NomadethCrypto,Following,1047,1484,437.0,1
1471,@NorskKrypto,Following,80,81,1.0,1
1473,@Northern_Ozbird,Following,1477,1480,3.0,1
1475,@NurseMagicAI,Following,170,169,-1.0,1
1477,@Nursey1994,Following,2663,2664,1.0,5
1481,@ODDSETAZ01,Following,121,498,377.0,4
1484,@OKCloud9,Following,5016,5030,14.0,7
1490,@ObviousCaps,Following,1829,1997,168.0,1
1492,@OccamWasRight,Following,37,44,7.0,1
1495,@Officialwfuture,Following,23,76,53.0,6
1497,@OhmsLaw78,Following,1224,1090,-134.0,1
1500,@Olympics,Following,4784,4781,-3.0,1
1502,@OmNico72,Following,3467,3463,-4.0,5
1504,@OnadaExpansiva,Following,99,98,-1.0,1
1506,@OneTradeGlobal,Following,130,131,1.0,1
1508,@OneVenusThrow,Following,4575,4583,8.0,7
1510,@OnlyWithCrypto,Following,114,154,40.0,5
1512,@OpportunityInd,Following,272,271,-1.0,1
1515,@OrbisBooks,Following,2520,2536,16.0,6
1517,@OregonCovid,Following,225,226,1.0,1
1520,@OscarsWild1,Following,3607,3606,-1.0,6
1522,@OsvaldoBastidas,Following,5073,5082,9.0,5
1524,@OverUnderDaily1,Following,245,255,10.0,3
1526,@Owain__G,Following,258,253,-5.0,5
1529,@PCadfael,Following,9986,9998,12.0,4
1530,@PEACEMANJAPAN,Following,73,75,2.0,1
1532,@PFLinvitational,Following,2593,2592,-1.0,1
1534,@PHJobsUK,Following,6019,6010,-9.0,4
1536,@PMGoogleGoddess,Following,1926,1930,4.0,1
1538,@PNUKcom,Following,381,383,2.0,4
1543,@PaisaPani,Following,2,0,-2.0,1
1545,@Pandadollbaby,Following,3186,3193,7.0,4
1548,@PansUnizik,Following,597,600,3.0,5
1550,@PantherPatient,Following,106,107,1.0,3
1553,@PapiSneh101,Following,417,429,12.0,1
1555,@Paradisiak,Following,1169,1186,17.0,6
1557,@Param7,Following,269,270,1.0,1
1559,@ParlayZoe,Following,149,151,2.0,6
1561,@Patrickschaub5,Following,4789,4785,-4.0,6
1564,@Patty671540029,Following,1874,1886,12.0,6
1566,@PaulDibartolo,Following,188,199,11.0,3
1568,@PaulModica777,Following,5426,5501,75.0,6
1570,@PaulaRayMandl,Following,1374,1380,6.0,7
1572,@PauloEspiritoS,Following,2246,2251,5.0,5
1575,@PecosBill817,Following,371,378,7.0,1
1577,@Penforjustice,Following,2172,2183,11.0,3
1580,@PercievedLogic,Following,7163,7118,-45.0,7
1582,@Pete8813,Following,2009,1988,-21.0,1
1584,@Pghrules1010,Following,1765,1764,-1.0,5
1587,@PierianInfo,Following,1144,1181,37.0,1
1589,@Piotr734668,Following,299,310,11.0,4
1591,@Piotr__T,Following,446,447,1.0,3
1594,@PiyushRala007,Following,3432,5211,1779.0,8
1599,@PolSciEconSalsa,Following,241,230,-11.0,1
1602,@PolicyWriters,Following,954,950,-4.0,1
1604,@PoliticsIntlLaw,Following,212,213,1.0,1
1606,@PookieJane3429,Following,5064,5397,333.0,1
1608,@Poonsdaughter44,Following,33,35,2.0,1
1610,@PopsicleProtect,Following,497,499,2.0,6
1613,@PotfolioPensiev,Following,149,148,-1.0,1
1616,@PouringPotions,Following,135,136,1.0,1
1618,@PriceVPartners,Following,636,939,303.0,6
1621,@PriorConsults,Following,3857,3855,-2.0,3
1625,@ProfitFellow,Following,14,13,-1.0,1
1628,@Prometheus59984,Following,22,26,4.0,1
1631,@Protohypes,Following,1329,1370,41.0,5
1633,@Prushothma,Following,1369,1373,4.0,6
1635,@PsuLionInsider,Following,610,614,4.0,2
1637,@PsychicOzWizard,Following,4300,4301,1.0,1
1639,@PubliusPR,Following,2065,2067,2.0,3
1642,@PushAlt88,Following,23,25,2.0,2
1644,@PuzzleGPT,Following,18,19,1.0,1
1647,@QuantZaar,Following,19,22,3.0,2
1649,@R00S_01,Following,1612,1630,18.0,5
1651,@R4F4Santos,Following,365,361,-4.0,3
1654,@READINGONYOURH1,Following,57,58,1.0,1
1656,@RJMrim,Following,1309,1365,56.0,6
1659,@RPRealtyPlus,Following,2218,2220,2.0,5
1661,@RRNupdates,Following,106,110,4.0,2
1664,@RachelInfoweb,Following,86,88,2.0,1
1666,@Rachele_1973,Following,1684,1685,1.0,1
1667,@RachelintheOC,Following,3459,3465,6.0,3
1670,@Ramonxxxtra1,Following,2782,2771,-11.0,1
1672,@RancidRandy1,Following,1023,1020,-3.0,2
1674,@RandomCryptoPal,Following,30,63,33.0,6
1676,@RandomNYC2024,Following,108,112,4.0,5
1678,@Randy_Macron,Following,189,187,-2.0,6
1681,@Randy_jones123,Following,182,381,199.0,1
1683,@Randyleary047,Following,575,447,-128.0,6
1686,@Randylearyooo,Following,238,310,72.0,4
1689,@RaulOcaranza1,Following,8233,8236,3.0,1
1691,@Rdene915,Following,8572,8568,-4.0,3
1694,@RealPhatsBlog,Following,956,954,-2.0,2
1697,@Recoverytheate,Following,20,23,3.0,4
1699,@RecreationLaw,Following,369,368,-1.0,1
1701,@Recycling_MDPI,Following,173,174,1.0,1
1702,@RedDeerGames_IR,Following,1808,1854,46.0,6
1704,@RedPacketSec,Following,816,815,-1.0,1
1707,@Redline_CTO,Following,304,306,2.0,6
1709,@Redzee98,Following,2695,2818,123.0,8
1711,@Refusenik19,Following,2004,2014,10.0,1
1713,@Regivia_France,Following,122,121,-1.0,1
1715,@Remy_Jac,Following,1933,1943,10.0,4
1717,@RibtipPaul,Following,284,286,2.0,2
1718,@RichardEudes,Following,1766,1764,-2.0,3
1720,@RickFreyta,Following,4916,4906,-10.0,6
1723,@RisingStride,Following,489,488,-1.0,1
1725,@RiverBenderNews,Following,685,684,-1.0,1
1728,@RobertCFried,Following,5021,5069,48.0,5
1730,@RobertMihaly1,Following,7872,7896,24.0,7
1733,@Roberto05246129,Following,174,182,8.0,3
1735,@RobotAfro,Following,611,647,36.0,4
1738,@RodneyRohde,Following,2836,2839,3.0,1
1740,@Ronnie_Mombacho,Following,823,828,5.0,1
1742,@RootsEmpowers,Following,427,433,6.0,1
1744,@Roper_Lab,Following,370,372,2.0,3
1746,@Rosewind2007,Following,4418,4405,-13.0,1
1748,@RoyalPicks_com,Following,674,850,176.0,6
1751,@RozSpirations,Following,1813,1814,1.0,5
1757,@RyanClark85,Following,1951,1969,18.0,5
1759,@S24902053Saraya,Following,303,323,20.0,7
1761,@SCMagazine,Following,1604,1624,20.0,4
1764,@SECURE_TECHS,Following,303,311,8.0,1
1767,@SKProFootball,Following,927,930,3.0,4
1769,@SMCADMAN,Following,5797,5800,3.0,5
1771,@SRDHAIN,Following,100,100,0.0,3
1775,@SShanthReddy,Following,34,32,-2.0,5
1779,@SUPERFRENCHBIGZ,Following,7496,7498,2.0,5
1783,@SalamonSMD,Following,3071,3096,25.0,8
1785,@SallyLily12,Following,378,381,3.0,4
1788,@Sally_A1c,Following,382,390,8.0,1
1790,@SamanAhsan,Following,4084,4140,56.0,8
1792,@SammieLloyd81,Following,955,959,4.0,6
1795,@Sandy5Suzi,Following,1658,1658,0.0,4
1798,@SarahClarkBDM,Following,574,575,1.0,1
1800,@SathishSkd2,Following,52,53,1.0,1
1803,@SaveTradeInvest,Following,569,581,12.0,1
1808,@SeaCasa1,Following,3954,3988,34.0,1
1810,@SecretShopper10,Following,180,182,2.0,2
1812,@SeedsIndia,Following,1391,1389,-2.0,2
1813,@SeekingAlpha,Following,230,233,3.0,2
1815,@SergeSasseville,Following,1717,1716,-1.0,1
1816,@SethCL,Following,591,597,6.0,4
1818,@SevenXtrem68,Following,1920,1937,17.0,6
1821,@Shaco_Ai,Following,102,100,-2.0,3
1823,@ShaliniBaghel08,Following,12,15,3.0,3
1825,@Sharemarketinf,Following,237,238,1.0,1
1828,@SharonBurnabyBC,Following,1351,1360,9.0,6
1830,@ShaunRWong,Following,2315,2349,34.0,5
1832,@ShawandaTo57394,Following,114,113,-1.0,1
1835,@Sheraj99,Following,80,3,-77.0,1
1837,@ShoaibAlamKhat2,Following,3367,3397,30.0,6
1839,@Shreyas_sarthi,Following,1293,1291,-2.0,5
1842,@Sid_Healthcare,Following,1975,1971,-4.0,3
1844,@Sidharth_World_,Following,3096,3125,29.0,6
1846,@Siela_Rose,Following,875,903,28.0,6
1848,@SilkeLeFay,Following,4890,4887,-3.0,5
1850,@Silos96696905,Following,20,21,1.0,1
1852,@SilvexPhoto,Following,760,759,-1.0,1
1855,@SimplyDivine321,Following,7491,7493,2.0,6
1857,@SirPayXDay,Following,1866,2053,187.0,7
1859,@SixmdC,Following,1061,2260,1199.0,8
1861,@Skyward_Inc,Following,638,641,3.0,1
1864,@SnackSoftware,Following,52,62,10.0,2
1867,@SnoopysSopwith,Following,1975,2001,26.0,4
1870,@Soccersceneau,Following,3248,2377,-871.0,6
1872,@SocraticaKim,Following,1405,1419,14.0,3
1874,@SofianopoulosPa,Following,1966,2053,87.0,1
1876,@SolarHashToken,Following,452,48,-404.0,4
1877,@SolarHeavy,Following,163,162,-1.0,1
1879,@SolarMasons,Following,94,95,1.0,1
1881,@Soledadsworld,Following,5600,5720,120.0,1
1883,@Solix_Trade,Following,650,651,1.0,3
1886,@Somaiassalah,Following,112,111,-1.0,2
1888,@Sommagazine1,Following,6,7,1.0,1
1890,@SorayaAgency,Following,3871,3911,40.0,1
1892,@SoroushAzizi13,Following,142,145,3.0,1
1894,@SourceControl21,Following,4845,4836,-9.0,5
1896,@Southsidemag,Following,2173,2168,-5.0,1
1898,@SparkAlistair,Following,358,373,15.0,8
1900,@SpideyBets,Following,3,3,0.0,2
1903,@Spyce77,Following,97,110,13.0,2
1905,@StadDoha_en,Following,529,530,1.0,1
1907,@StanWongWealth,Following,363,365,2.0,1
1911,@Steph_Sukow,Following,1553,1551,-2.0,1
1913,@Stephen_hack5,Following,136,141,5.0,5
1915,@SteveKlinko,Following,1085,1087,2.0,3
1917,@StockStormX,Following,631,762,131.0,1
1919,@Stock_Precision,Following,291,269,-22.0,1
1921,@StockholmCF,Following,151,149,-2.0,1
1923,@StopGen0cide,Following,9815,9869,54.0,9
1924,@StopStHarassmnt,Following,5259,5246,-13.0,1
1926,@StrangeDollz,Following,3432,3309,-123.0,1
1928,@Studebaker,Following,4403,4409,6.0,4
1930,@StupidSingapore,Following,396,0,-396.0,5
1932,@Subhash_LiveS,Following,157,205,48.0,6
1936,@SunflowerfromUA,Following,147,148,1.0,1
1938,@Sunoh_aimen,Following,37,38,1.0,1
1940,@SurRNFTs,Following,6290,6293,3.0,6
1942,@SurebetPredict,Following,12,13,1.0,1
1947,@TCEA,Following,8692,8678,-14.0,1
1949,@TCyberCast,Following,1365,1367,2.0,4
1951,@TDZChronicles,Following,91,90,-1.0,1
1953,@THCVenice,Following,2267,2260,-7.0,6
1956,@TIICANN,Following,840,839,-1.0,1
1957,@TJVNEWS,Following,3950,3625,-325.0,8
1959,@TNIAMProject,Following,220,227,7.0,1
1961,@TNPNEWS1,Following,12,14,2.0,1
1963,@TNelson12598,Following,119,122,3.0,3
1965,@TOPXNews,Following,306,310,4.0,3
1967,@TPerdrozo,Following,155,148,-7.0,4
1969,@TShepstone,Following,440,473,33.0,5
1972,@Taju___,Following,3655,3651,-4.0,4
1974,@TalentTimo41431,Following,424,426,2.0,4
1976,@TalkMarkets,Following,1183,1182,-1.0,1
1978,@TalklessEighty4,Following,378,382,4.0,4
1980,@Tammy_Richard,Following,2948,2946,-2.0,4
1982,@TampaWINNER,Following,2462,2465,3.0,2
1984,@Tampa_Egret,Following,352,356,4.0,1
1987,@Tauriel375270,Following,49,49,0.0,2
1991,@Techtoniqu76001,Following,80,85,5.0,4
1992,@Techusiness,Following,12,14,2.0,1
1994,@TeesFine,Following,5033,5011,-22.0,6
1997,@TekNewsDaily,Following,658,657,-1.0,3
2004,@TheCAMH,Following,3227,3221,-6.0,4
2006,@TheCoachJeffery,Following,432,433,1.0,1
2009,@TheEducationDoc,Following,714,713,-1.0,1
2011,@TheFocus_TV,Following,501,501,0.0,4
2013,@TheJCPPadvances,Following,1854,1848,-6.0,1
2015,@TheJavoLegacy,Following,1126,784,-342.0,8
2018,@TheLightJoker24,Following,842,866,24.0,1
2020,@TheObama_Llama,Following,464,461,-3.0,1
2022,@TheProfitPup,Following,554,562,8.0,5
2024,@TheReal_gwarner,Following,109,76,-33.0,1
2028,@TheSpinFixer,Following,363,363,0.0,2
2029,@TheStatesmanLtd,Following,306,305,-1.0,1
2031,@TheTinyTutors,Following,228,308,80.0,1
2033,@TheTraderRoom,Following,124,121,-3.0,4
2035,@TheTweet2909,Following,190,188,-2.0,1
2037,@TheUnitedIndia2,Following,294,298,4.0,1
2038,@The_Advisor_SC,Following,1695,1697,2.0,3
2040,@The_Rima_66,Following,2951,2948,-3.0,2
2045,@Thiru_channel,Following,306,309,3.0,3
2048,@This_Matterz,Following,9650,9680,30.0,8
2050,@ThomaMore,Following,252,330,78.0,6
2052,@Tien7397,Following,57,57,0.0,2
2054,@TiknisArts,Following,4907,4946,39.0,4
2056,@TimestechBuzz,Following,1297,1295,-2.0,2
2058,@TinaFra18307707,Following,183,200,17.0,4
2060,@TjatteHedlund,Following,4846,4841,-5.0,5
2063,@Tobrukongen,Following,865,863,-2.0,5
2065,@TomWhiteTips,Following,84,85,1.0,2
2067,@TomWinnett1,Following,1536,1544,8.0,4
2069,@TopGrowthAgency,Following,654,655,1.0,1
2073,@TowneRealty,Following,188,187,-1.0,1
2074,@TradeIdeas,Following,5565,5615,50.0,1
2076,@TradesmartG,Following,22,16,-6.0,1
2078,@Traglin21,Following,1849,1859,10.0,6
2080,@Transform_Sec,Following,2344,2346,2.0,4
2082,@TrollAdopt,Following,1160,1162,2.0,2
2084,@TrueGritNewsMan,Following,2835,2840,5.0,6
2087,@TruthDiggerX,Following,11,15,4.0,1
2089,@TruthPukeAlerts,Following,4825,4823,-2.0,4
2090,@Truthjosie,Following,507,507,0.0,2
2092,@TudorRe1,Following,6909,5848,-1061.0,1
2094,@TurnTNBlue,Following,4704,4716,12.0,1
2096,@TycoonStoryCo,Following,1750,1748,-2.0,1
2097,@UATV_en,Following,562,572,10.0,3
2099,@UI_Newz,Following,5,3,-2.0,1
2101,@UKHSA_WestMids,Following,1203,1201,-2.0,1
2102,@UKTNofficial,Following,2898,2896,-2.0,2
2104,@UNDRAFTED_EFISH,Following,365,365,0.0,2
2109,@USTSKyleY,Following,522,532,10.0,6
2111,@US_Exceptional,Following,1834,1833,-1.0,1
2114,@Udo_S01,Following,14,15,1.0,1
2116,@UkaegbuMmesoma,Following,297,299,2.0,3
2118,@Ulertzen,Following,22,21,-1.0,1
2120,@UltraHottie2000,Following,939,945,6.0,3
2122,@Umpire20,Following,4857,4852,-5.0,1
2125,@UnfollowTrumpy,Following,1914,1947,33.0,7
2128,@UnityConsortium,Following,720,718,-2.0,1
2130,@UniversalSheph1,Following,274,277,3.0,1
2134,@UnwantedLife_Me,Following,1028,922,-106.0,1
2136,@UofT_TCAIREM,Following,2525,2551,26.0,8
2138,@UofU3i,Following,621,619,-2.0,1
2140,@Urjadaily,Following,674,673,-1.0,1
2142,@UsingNotes,Following,4,30,26.0,1
2144,@VDacicus,Following,30,31,1.0,1
2146,@VGSTOCKRESEARCH,Following,280,60,-220.0,3
2147,@VOXmarkets,Following,1568,1567,-1.0,3
2149,@VP_Realty,Following,2448,2442,-6.0,1
2151,@VSNRadio,Following,708,706,-2.0,2
2153,@VaccaRules,Following,229,228,-1.0,1
2156,@Valkgurl,Following,617,615,-2.0,2
2158,@ValkoorH,Following,4227,4696,469.0,7
2161,@VanportOregon,Following,1024,1031,7.0,6
2163,@VaxxCauseSIDS,Following,7495,7495,0.0,6
2166,@Veganforever67,Following,991,998,7.0,2
2168,@VeginOut,Following,1812,1810,-2.0,1
2171,@VidyaDelhi,Following,142,143,1.0,1
2173,@View_From_Here,Following,2527,2524,-3.0,4
2175,@VikkiMarshall4,Following,4812,4815,3.0,3
2177,@Viralrg,Following,382,404,22.0,1
2180,@VitalityBloom,Following,116,118,2.0,1
2182,@VolschenkGerna,Following,989,988,-1.0,1
2184,@VulgarFireman,Following,513,514,1.0,1
2186,@WBA2k10,Following,813,814,1.0,1
2191,@WHDNYC,Following,4008,4011,3.0,1
2195,@WTPeepsRPissed,Following,5572,5614,42.0,7
2197,@WUwabami,Following,822,824,2.0,6
2198,@WVFams4Imm,Following,18,19,1.0,1
2200,@WafaAlNajjar,Following,827,832,5.0,4
2201,@Wahyu_SkayTzy,Following,3050,3045,-5.0,1
2203,@WallStNewsAlert,Following,7,8,1.0,1
2205,@WeDemocracyUK,Following,666,710,44.0,6
2207,@WealthBranch,Following,69,70,1.0,1
2209,@Wehopost,Following,622,620,-2.0,1
2211,@WellsJorda89710,Following,8930,9306,376.0,6
2213,@WenzelNicacio,Following,287,287,0.0,2
2215,@Wetherby_News,Following,281,280,-1.0,1
2217,@Wfinancenews,Following,7132,7499,367.0,8
2219,@WhatSilence,Following,1363,1364,1.0,3
2221,@What_Doubelieve,Following,738,735,-3.0,4
2224,@Will_MaxSports,Following,199,201,2.0,1
2228,@WizAUrdOfOz,Following,1344,1343,-1.0,3
2230,@Womenwho2Who,Following,219,218,-1.0,3
2231,@WorldFoodPrize,Following,1611,1610,-1.0,1
2233,@WorldRetold,Following,1978,1979,1.0,1
2234,@Worldwar_3_,Following,12,11,-1.0,1
2236,@WournellKa26751,Following,302,341,39.0,1
2239,@XHeadlinec,Following,32,37,5.0,3
2241,@Xael2wavey,Following,615,613,-2.0,4
2243,@XyloxWar,Following,53,54,1.0,1
2245,@YASARYASARYAS,Following,581,600,19.0,6
2247,@YaMamma3_,Following,58,57,-1.0,1
2250,@YascO777,Following,417,417,0.0,4
2257,@ZayneddineZ,Following,106,118,12.0,4
2258,@ZcodeAI,Following,191,190,-1.0,1
2259,@ZeeBusiness,Following,44,45,1.0,1
2261,@ZeeSewHappy,Following,1003,1003,0.0,4
2263,@ZeinaNammour,Following,873,865,-8.0,1
2265,@Zelda_vue,Following,1,37,36.0,1
2268,@Zoom0311Will,Following,249,252,3.0,3
2270,@Zxcxz_xyz,Following,1010,1011,1.0,1
2272,@_0b1d1,Following,524,549,25.0,6
2273,@_ArriveAlive,Following,1027,1029,2.0,3
2276,@_DailyDoseMedia,Following,7503,7441,-62.0,1
2278,@_LADubz,Following,5015,5047,32.0,8
2280,@_VivaPalestina_,Following,3545,3541,-4.0,6
2283,@_indsports_,Following,331,351,20.0,6
2285,@_jeffhertzog,Following,394,395,1.0,1
2289,@accrastjournal,Following,197,197,0.0,2
2291,@acemaxx,Following,412,412,0.0,2
2293,@adaptiaaai,Following,311,313,2.0,2
2295,@adnan_hashmi,Following,4474,4478,4.0,3
2298,@aeberman12,Following,179,189,10.0,4
2300,@ai4sustainablex,Following,6,5,-1.0,1
2302,@ai_shopper,Following,189,189,0.0,2
2307,@airfreee,Following,3960,3970,10.0,5
2309,@akane22_moca,Following,205,203,-2.0,1
2311,@akhbaralyawm,Following,1693,1696,3.0,3
2313,@aldermanwsh9,Following,129,131,2.0,1
2315,@alfonso73202912,Following,119,114,-5.0,3
2317,@alif66292629983,Following,53,57,4.0,3
2319,@alinarthealth,Following,64,84,20.0,6
2322,@almass3ari,Following,795,796,1.0,2
2323,@alnewsbeacon,Following,294,293,-1.0,1
2324,@alomisi111,Following,208,214,6.0,3
2328,@americanfocusAF,Following,956,950,-6.0,5
2330,@analyticsinme,Following,3725,3722,-3.0,3
2333,@anderson_hera,Following,342,340,-2.0,1
2336,@andresvilarino,Following,5650,5654,4.0,6
2339,@angegarrod,Following,4181,4184,3.0,5
2342,@anthonysagami,Following,1626,1678,52.0,6
2344,@antoniouRecover,Following,444,445,1.0,5
2346,@anyidea,Following,5565,5566,1.0,2
2348,@aoibh23,Following,1147,1183,36.0,1
2351,@aped_into,Following,1479,1482,3.0,7
2355,@ardorcomm,Following,430,429,-1.0,1
2356,@asicjk,Following,41,24,-17.0,1
2358,@asset_wave,Following,153,153,0.0,2
2360,@asymmetral,Following,420,529,109.0,6
2362,@athyy_9,Following,1989,1988,-1.0,4
2364,@atthecotedazur,Following,643,644,1.0,1
2366,@auditskills,Following,88,92,4.0,1
2367,@austfintech,Following,2243,2242,-1.0,3
2369,@authorbtwomey,Following,3309,3306,-3.0,2
2371,@avoiceforchoice,Following,861,859,-2.0,1
2373,@ayasegawa_neta,Following,143,144,1.0,3
2375,@aycilozdemirr,Following,120,104,-16.0,2
2378,@b_berditzman,Following,18,19,1.0,1
2379,@bahabreaking,Following,1350,1349,-1.0,5
2381,@bano_sanjeeda,Following,1631,1649,18.0,1
2384,@bansheebabe,Following,399,404,5.0,1
2386,@bar_shamir,Following,182,187,5.0,1
2388,@bbqbbq669,Following,75,74,-1.0,1
2390,@beckerpeloso,Following,4894,4914,20.0,1
2392,@beyondtrading,Following,17,18,1.0,1
2394,@bgcoalition2020,Following,3856,3875,19.0,6
2396,@bigdata_engnr,Following,1366,1363,-3.0,2
2400,@bioloGPT,Following,92,97,5.0,1
2401,@bishwabandhu06,Following,76,86,10.0,1
2403,@bitnewsbot,Following,801,803,2.0,1
2405,@bleak,Following,1010,1075,65.0,6
2407,@blessed_ravens,Following,951,966,15.0,1
2409,@bneintellinews,Following,1405,1406,1.0,3
2411,@bobbymcgee_1960,Following,5433,5422,-11.0,4
2413,@bobhillbrain,Following,647,649,2.0,2
2415,@bochaukem96,Following,72,79,7.0,5
2417,@bookitsport,Following,633,718,85.0,2
2419,@boppinmule,Following,172,170,-2.0,1
2420,@borneo_bulletin,Following,66,66,0.0,2
2423,@bpaynews,Following,9,12,3.0,3
2425,@bprophetable,Following,6175,6335,160.0,8
2427,@bralex84,Following,5308,5360,52.0,7
2429,@brettglass,Following,1303,1305,2.0,2
2431,@brettkennyy,Following,104,106,2.0,1
2435,@broccoli_tech,Following,188,353,165.0,1
2437,@brownobjects,Following,859,857,-2.0,3
2438,@bsindia,Following,526,523,-3.0,2
2440,@bspence5,Following,4342,4340,-2.0,3
2442,@builderbacademy,Following,985,984,-1.0,1
2445,@bullbearmarkett,Following,64,74,10.0,4
2447,@buomaka,Following,799,825,26.0,1
2448,@business_today,Following,431,433,2.0,1
2450,@caa1000,Following,3141,3143,2.0,2
2452,@cambs_socialist,Following,800,798,-2.0,1
2454,@carlosmiguel167,Following,3105,3098,-7.0,3
2456,@carolynhbick,Following,1201,1241,40.0,5
2461,@cathybraypoet,Following,2087,2098,11.0,1
2464,@ceanglobal,Following,70,90,20.0,1
2465,@ceobillionaire,Following,4983,5015,32.0,5
2467,@chairsman1,Following,800,805,5.0,4
2469,@chandlerwindham,Following,1733,1734,1.0,1
2472,@charlesBBM12,Following,502,518,16.0,4
2474,@charlieschef,Following,3040,3138,98.0,8
2476,@cheinyeanlim,Following,3038,3036,-2.0,5
2478,@chelseyydodd,Following,138,133,-5.0,3
2479,@chidambara09,Following,12,12,0.0,2
2481,@chinitablk05,Following,1740,1736,-4.0,3
2483,@christiancarpy,Following,564,578,14.0,4
2485,@chvanhuffel,Following,1043,1060,17.0,4
2489,@ciaran4320,Following,4709,4932,223.0,8
2491,@claalster,Following,4185,4183,-2.0,1
2493,@clima_cam,Following,445,448,3.0,2
2497,@cmdilapi,Following,3134,3155,21.0,6
2501,@codemaster70,Following,204,205,1.0,4
2504,@coindoo,Following,47,48,1.0,1
2506,@collegeadvice,Following,5987,5983,-4.0,5
2508,@com20128859,Following,1289,1336,47.0,7
