User_ID,Changed Field,Initial Value,Final Value,Delta,Number of Changes
@CyberSentinelGN,Followers,19,39,20.0,3
@CyberSentinelGN,Following,105,108,3.0,2
@Cyber_O51NT,Bio,"#OSINT treasure hunter, investigator, #CyberThreatIntel analyst, cyberspace explorer. Opinions are my own.
Telegram: https://t.me/cyberosintosint","#OSINT treasure hunter, investigator, #CyberThreatIntel analyst. Opinions are my own. Follow me on Telegram https://t.me/cyberosintosint for cyber news.",7.0,1
@Cyber_O51NT,Following,283,288,5.0,1
@Cybersecinsider,Following,5124,5122,-2.0,3
@DDIndialive,Following,516,518,2.0,1
@DDPHE,Followers,5763,5753,-10.0,6
@DDPHE,Following,1776,1777,1.0,3
@DGBoudreau,Followers,1478,1590,112.0,7
@DGBoudreau,Following,6644,7182,538.0,8
@DJFunkyGrrL,Followers,1660,1657,-3.0,6
@DJMATT1820438,Followers,202,247,45.0,7
@DKent7673,Followers,404,404,0.0,3
@DMFezzaReed,Followers,1499,1493,-6.0,4
@DMFezzaReed,Following,4883,4926,43.0,4
@DON_GambleFi,Followers,461,442,-19.0,6
@DON_GambleFi,Following,986,986,0.0,5
@DPaisley_Noah,Followers,75,74,-1.0,1
@DVDfever,Followers,1528,1601,73.0,6
@DVDfever,Following,2575,2674,99.0,5
@D_sNotHere,Followers,223,253,30.0,5
@D_sNotHere,Following,133,134,1.0,1
@DailyFinanc,Bio,"Daily Financial, Markets and Business news from around the world","Daily Financial, Markets, Business,Technology and News from around the world",12.0,2
@DailyFinanc,Followers,205,205,0.0,6
@DailyFinanc,Following,152,146,-6.0,2
@DailyGuardian1,Followers,4556,4621,65.0,6
@DallasDietzenba,Followers,5363,5375,12.0,4
@DallasDietzenba,Following,3801,3805,4.0,5
@Damroo_AI,Followers,902,14,-888.0,4
@Dan82523,Bio,"Leader. Winner.  1st.

49ers. SFGiants. Nuggets. UFC.

CEO of 
@MMAHedgeFunds
 Inc.

MMA Sharp. Investor. Politics.

$SKI $SPX $ADA $AVAX $AAVE

#JesusIsKing","Leader. Winner.  1st.

49ers. SFGiants. Nuggets. UFC.

CEO of 
@MMAHedgeFunds
 Inc.

MMA Sharp. Investor. Politics.

$SPX6900 $SKI $AVAX $AAVE

#JesusIsKing",-1.0,1
@Dan82523,Followers,2351,2366,15.0,6
@Dan82523,Following,4053,4071,18.0,4
@DanCostellodeux,Bio,"Trade Specialist seeks (remote) work:  Int'l Business Research, Teaching, Learning Design & #PMOT Consulting.
QUT Qualified Remote PMP. New Materials Research.","Web3 Project Manager 
@webforth
 Managing projects across decentralized networks with precision, agility, and a deep understanding of Web3 workflows. #QUT #UOW",0.0,1
@DanCostellodeux,Followers,720,771,51.0,6
@DanCostellodeux,Following,2861,2917,56.0,4
@Dan_Nelson_1,Followers,40,41,1.0,5
@Dan_Nelson_1,Following,212,214,2.0,2
@DanielCuesta007,Bio,"Making The Most Of Being Curious

Website | Newsletter: https://danielcuesta007.com

LinkedIn: https://linkedin.com/in/danielcuesta007…","Making The Most Of Being Curious

Author Of The Wednesdays Of Wisdom Newsletter: https://danielcuesta007.com",-27.0,1
@DanielCuesta007,Followers,4,5,1.0,1
@Danual_Gordon,Followers,145,141,-4.0,6
@Danual_Gordon,Following,247,250,3.0,4
@DarrenEwers,Followers,2422,2429,7.0,6
@DarrenEwers,Following,2858,2859,1.0,2
@DavidPBLRoss,Followers,4432,4432,0.0,5
@DavidPBLRoss,Following,4369,4372,3.0,4
@DawnAllsun,Followers,2798,2824,26.0,7
@DawnAllsun,Following,5391,5430,39.0,7
@DayaSevana,Followers,134,133,-1.0,3
@DayaSevana,Following,403,404,1.0,2
@DealMav,Followers,934,873,-61.0,4
@DealMav,Following,767,747,-20.0,5
@DealsinIND,Followers,36,40,4.0,3
@DealsinIND,Following,38,40,2.0,2
@DebraAtkinson42,Followers,572,570,-2.0,5
@DebraAtkinson42,Following,518,520,2.0,2
@DebunkingTips,Followers,8,7,-1.0,7
@DebunkingTips,Following,754,775,21.0,6
@DeccanChronicle,Following,213,201,-12.0,2
@Deccan_Daily,Followers,17,19,2.0,2
@Deccan_Daily,Following,21,22,1.0,2
@DeepADiver2,Followers,1337,1333,-4.0,6
@DeepADiver2,Following,942,946,4.0,3
@DeepFlowcc,Bio,"Empowering Web3 wallets with multimodal code generation capabilities, integrating MCP to pioneer an AI-driven BSC knowledge interaction hub.","AI Coding & Multi Agent MCP Engine
CA: 0xb11e6ed6f481fd954dcd4585d8877ace06acadfe
Web: https://deepflow.cc  TG: https://t.me/+otM_FaDNBK1iZjNl…",3.0,1
@DeepFlowcc,Followers,2623,2395,-228.0,6
@DeepFlowcc,Following,55,56,1.0,1
@Deepnightpress,Followers,978,993,15.0,6
@Deepnightpress,Following,860,836,-24.0,3
@DefenseFocus,Followers,40,39,-1.0,1
@DefenseMirror,Followers,8744,8781,37.0,5
@DefenseMirror,Following,2182,2206,24.0,2
@DelhiTotaltv,Followers,712,716,4.0,7
@DellC76,Followers,192,196,4.0,3
@Demfi_Official,Followers,64,58,-6.0,5
@DenisD56,Followers,152,156,4.0,3
@DenisD56,Following,72,71,-1.0,1
@DennisGossen,Bio,#SpaceIndustry #SpaceExploration #SpaceStation #SmartSystem  http://bit.ly/4kmOQmn #SpaceOil  http://bit.ly/4iNDq9F #Satellite #Network #PrivateArmy #NeuralTech,#SpaceIndustry #SpaceExploration #SpaceStation #SmartSystem  http://bit.ly/4kmOQmn #SpaceOil  http://bit.ly/4iNDq9F #Satellite  #PrivateArmy,-20.0,2
@DennisGossen,Followers,1215,1202,-13.0,7
@DennisGossen,Following,7486,7495,9.0,8
@Derek_Griffin1,Followers,3679,3694,15.0,6
@Derek_Griffin1,Following,2779,2783,4.0,6
@Destr0yAllNazis,Followers,273,279,6.0,2
@Destr0yAllNazis,Following,364,368,4.0,5
@DhakaTribune,Following,194,200,6.0,1
@DiabetesAsiaOrg,Followers,1670,1672,2.0,4
@DiabetesAsiaOrg,Following,2124,2126,2.0,1
@DickMyers19,Followers,90,89,-1.0,4
@DickMyers19,Following,43,37,-6.0,1
@DigitalScholarX,Followers,1552,1551,-1.0,5
@DingerBetTips,Bio,Daily ACCAS and Parlays to go to the very top  Join my FREE Telegram group for exclusive daily ACCAS  https://t.me/DingerTipsBetting…,Daily ACCAS and Parlays to go to the very top  Join my PREMIUM Telegram group for exclusive daily ACCAS  https://sublaunch.com/dtpremium,3.0,1
@DingerBetTips,Followers,707,793,86.0,6
@DionHarper15,Followers,1909,1938,29.0,4
@DionHarper15,Following,1076,1074,-2.0,3
@DirectBrokers,Followers,17,15,-2.0,2
@DirectorsTalk,Following,2224,2233,9.0,3
@Dischem_LiveFit,Followers,969,969,0.0,3
@DixieT13,Followers,8900,8921,21.0,7
@DixieT13,Following,9779,9784,5.0,8
@DocsExplainFM,Followers,2070,2085,15.0,7
@DocsExplainFM,Following,4581,4583,2.0,8
@DomLovesNovels,Followers,1043,1058,15.0,7
@DomLovesNovels,Following,1876,1899,23.0,7
@Don_Crumlin,Followers,386,389,3.0,5
@Don_Crumlin,Following,791,792,1.0,3
@DrAdrianWong,Followers,389,390,1.0,3
@DrAdrianWong,Following,58,59,1.0,1
@DrAsa,Following,2784,2781,-3.0,2
@DrChalmers1,Followers,7043,7023,-20.0,5
@DrChalmers1,Following,227,226,-1.0,1
@DrCheesy6,Followers,164,172,8.0,5
@DrCheesy6,Following,394,397,3.0,3
@DrColleenMullen,Followers,3513,3505,-8.0,1
@DrColleenMullen,Following,2971,2970,-1.0,1
@DrDaveSalisbury,Followers,1706,1766,60.0,6
@DrDaveSalisbury,Following,459,467,8.0,3
@DrEddyMD,Following,881,879,-2.0,2
@DrKnowfifth,Followers,488,504,16.0,2
@DrKnowfifth,Following,276,275,-1.0,2
@DrWaugh1,Followers,313,355,42.0,5
@DrWaugh1,Following,1752,1800,48.0,5
@Dr_doOM_616,Followers,79,75,-4.0,6
@Dr_doOM_616,Following,106,110,4.0,2
@Dreamweaver_40,Followers,79,116,37.0,6
@Dreamweaver_40,Following,490,750,260.0,6
@DrewTCorbin1,Followers,1967,2008,41.0,7
@DrewTCorbin1,Following,1819,1818,-1.0,6
@Drezyplayss,Followers,75,71,-4.0,7
@Drezyplayss,Following,316,317,1.0,3
@Drishtiteaching,Bio,विभिन्न टीचिंग व एंट्रेंस एग्ज़ाम्स की तैयारी व इनसे संबंधित लेटेस्ट अपडेट्स पाने के लिये हमें फॉलो करें!,"All Teaching Exams at one place
 Courses |  Updates |  Daily prep
 Call 87501 87501 for guidance",-9.0,1
@Drishtiteaching,Followers,1649,1713,64.0,5
@DubemTalented,Followers,155,160,5.0,7
@Dukeygotit,Followers,85,113,28.0,6
@Dusec82,Followers,338,355,17.0,5
@Dusec82,Following,1323,1376,53.0,5
@DutchReach,Followers,582,583,1.0,6
@DutchReach,Following,1024,1024,0.0,2
@EFEnews,Followers,646,659,13.0,4
@EH68SC63GL,Followers,68,93,25.0,6
@EIEVShow,Followers,62,63,1.0,3
@ENiedbala,Followers,656,653,-3.0,4
@ENiedbala,Following,680,695,15.0,3
@EPLNews_org,Followers,109,118,9.0,6
@ERICX2020,Followers,588,590,2.0,6
@ERICX2020,Following,2155,2159,4.0,4
@EScottOstrowski,Followers,35,35,0.0,2
@ETBFSI,Followers,4544,4545,1.0,6
@ETBFSI,Following,941,941,0.0,3
@ETNOWlive,Following,65,64,-1.0,2
@ETVBharatEng,Followers,5244,5252,8.0,6
@EUCUPdotCOM,Followers,276,274,-2.0,4
@E_Schmeezy,Followers,388,392,4.0,6
@E_Schmeezy,Following,283,287,4.0,2
@EarthDefense1,Followers,176,180,4.0,5
@EarthDefense1,Following,26,28,2.0,1
@EarthKikashi,Followers,992,997,5.0,3
@EarthKikashi,Following,973,971,-2.0,2
@EarthWiseRadio,Followers,216,214,-2.0,1
@EarthWiseRadio,Following,192,191,-1.0,1
@EasternEye,Followers,9951,9946,-5.0,5
@EcoStepsGuide,Followers,2,7,5.0,3
@EcoStepsGuide,Following,5,9,4.0,2
@Eco_Promos,Followers,1515,1522,7.0,4
@Eco_Promos,Following,4947,4938,-9.0,4
@EconomicTimes,Bio,"Official account of The Economic Times, India's No. 1 Destination for Business News, Economy, Politics and More | A Times Internet Product","The Economic Times (Official) India's No. 1 Destination for Business News, Economy and Politics | A Times Internet Product
:feedback@economictimes.com",12.0,1
@Ecoplasticspkg,Followers,2135,2118,-17.0,3
@Ecoplasticspkg,Following,569,568,-1.0,1
@EdHorizons,Followers,185,183,-2.0,1
@EdTechBites,Followers,3598,3584,-14.0,4
@EdTechBites,Following,2263,2261,-2.0,2
@EdTechSec,Followers,43,42,-1.0,3
@EdVisingU,Followers,7,8,1.0,1
@EdgeMediaNet,Following,8111,8102,-9.0,5
@Edtalkworld,Followers,7,8,1.0,1
@Eduardo_AI1917,Followers,4002,4002,0.0,5
@Eduardo_AI1917,Following,384,383,-1.0,1
@Edwood771996,Followers,21,23,2.0,4
@Edwood771996,Following,319,318,-1.0,1
@ElecteSrl,Followers,5606,8097,2491.0,7
@ElecteSrl,Following,1324,1322,-2.0,5
@ElfJesuit,Followers,165,198,33.0,5
@ElfJesuit,Following,254,280,26.0,6
@Elizdle,Following,49,48,-1.0,1
@ElnoraD07398438,Followers,5,4,-1.0,1
@EmfFact,Followers,676,675,-1.0,8
@EmfFact,Following,1308,1307,-1.0,4
@EmiratiTimes,Followers,104,102,-2.0,4
@EmrFinder,Followers,162,163,1.0,3
@Encom_Research,Followers,439,448,9.0,4
@Encom_Research,Following,253,252,-1.0,1
@EnergyIterum,Followers,23,24,1.0,2
@EnergyNews_Biz,Followers,1164,1180,16.0,5
@EnergyNews_Biz,Following,273,272,-1.0,1
@EngLifestyles,Followers,7524,7471,-53.0,6
@EngLifestyles,Following,3769,3768,-1.0,3
@EnglishSalar,Followers,1639,1648,9.0,5
@EnglishTema,Followers,120,132,12.0,5
@Engmsaleh,Followers,518,521,3.0,6
@Engmsaleh,Following,1636,1647,11.0,7
@Entheos_11,Followers,1885,1849,-36.0,6
@Entheos_11,Following,288,286,-2.0,6
@EnviroEdgeNews,Followers,4853,4834,-19.0,5
@EnviroEdgeNews,Following,5262,5254,-8.0,4
@EpicPlain,Followers,344,358,14.0,8
@EpicPlain,Following,2285,2283,-2.0,2
@ErikaMauritz,Followers,814,816,2.0,4
@ErikaMauritz,Following,974,977,3.0,2
@ErrolMarks34,Followers,7697,7713,16.0,7
@ErrolMarks34,Following,2026,2142,116.0,7
@EscolaJazzPorto,Followers,22,22,0.0,2
@EscolaJazzPorto,Following,39,38,-1.0,1
@Evans_CFA_SEIML,Followers,557,555,-2.0,4
@Evans_CFA_SEIML,Following,1321,1319,-2.0,3
@EvertonDotNews,Followers,106,120,14.0,5
@Evrenkntenglish,Following,23,24,1.0,1
@ExgayNews,Bio,You have entered my Matrix. Welcome Scribes...  I am Phoenix... Anne Edwards... You have been a naughty little.... Recalculating for pleasant undertones..... :),"Attention, CockRoach Nation should depart from Roys Command as they have turned to the Dark Side.",-63.0,5
@ExgayNews,Followers,485,491,6.0,6
@ExgayNews,Following,3573,3575,2.0,5
@ExpComputer,Followers,2732,2744,12.0,6
@ExpComputer,Following,758,758,0.0,2
@EyeonLebanon,Followers,356,357,1.0,4
@FELNewsTR,Followers,603,635,32.0,6
@FH_Sports1,Bio,"Co-host of 
@TheBroCouncil2
 | #LakeShow| #LightsUpLetsGo |#PhinsUp| #Isles| #GoHabsGo| #ManCity| #GoIrish| #UNC| #LSU","Co-host of 
@TheBroCouncil2
 | #LakeShow| #LightsUpLetsGo |#PhinsUp| #Isles|#ManCity| #CelticFC| #GoIrish| #UNC| #LSU| #F1",4.0,2
@FH_Sports1,Followers,931,962,31.0,5
@FH_Sports1,Following,6610,6927,317.0,6
@FIFACollectInfo,Followers,533,537,4.0,8
@FIFAWorldCup,Bio,"The official account of the #FIFAWorldCup 
 
@FIFACWC",#BeachSoccerWC   01-11 May  Seychelles,-15.0,1
@FRANKUSH_01,Followers,15,15,0.0,4
@FRANKUSH_01,Following,85,87,2.0,3
@FSU_SocialWork,Followers,2206,2195,-11.0,4
@FSU_SocialWork,Following,792,793,1.0,1
@FXCentrum_,Followers,35,39,4.0,4
@FXCentrum_,Following,29,28,-1.0,1
@FacelessManTwit,Followers,580,581,1.0,8
@FacelessManTwit,Following,283,275,-8.0,5
@FaisalOnAI,Followers,96,194,98.0,6
@FaisalOnAI,Following,221,217,-4.0,3
@Fanfare_Int,Followers,24,19,-5.0,4
@Fanfare_Int,Following,99,98,-1.0,1
@FarmersGuide,Following,3598,3601,3.0,2
@FarrarN57854,Bio,"Do “don’t” well. Inke catte, aye; live frite -aende dice-
@Pontifex
 said I'm a ""writer,"" & it's important. SCOTUS said I was a guard-My state was exterminated",I’m pretty much done being a hobo,-126.0,1
@FarrarN57854,Followers,132,159,27.0,7
@FarrarN57854,Following,1111,1132,21.0,7
@FastNews77,Followers,5259,5357,98.0,5
@FastNews77,Following,5173,5241,68.0,7
@Felon4547,Followers,43,40,-3.0,3
@Felon4547,Following,53,52,-1.0,1
@FertilizerNews,Following,5209,5202,-7.0,4
@Fight_The_Bane,Followers,219,235,16.0,6
@Fight_The_Bane,Following,194,196,2.0,3
@FinTech_Futures,Following,583,584,1.0,1
@FinTech_Series,Followers,1408,1420,12.0,7
@FintechPH,Followers,3477,3476,-1.0,5
@FintechPH,Following,4720,4718,-2.0,2
@Fintech_Global,Followers,3606,3611,5.0,6
@FishinBob3,Followers,148,200,52.0,6
@FishinBob3,Following,270,271,1.0,2
@FitandPhat,Followers,17,16,-1.0,1
@Fitlifehub115,Followers,59,80,21.0,5
@Fitlifehub115,Following,80,15,-65.0,5
@FlankzPickz,Followers,436,443,7.0,4
@FlankzPickz,Following,298,301,3.0,2
@FlashStoX,Followers,1446,1481,35.0,6
@FofitaFaika,Followers,34,37,3.0,1
@FofitaFaika,Following,501,499,-2.0,1
@FootballChapp,Followers,47,47,0.0,4
@FootballChapp,Following,182,184,2.0,2
@ForMenToTalk,Followers,627,633,6.0,6
@ForMenToTalk,Following,159,159,0.0,2
@ForeverBored_AU,Followers,169,168,-1.0,1
@ForeverBored_AU,Following,84,83,-1.0,1
@Forexgdp01,Followers,2731,2836,105.0,6
@Forexgdp01,Following,2293,1441,-852.0,6
@FormerAntivax,Followers,3992,3976,-16.0,1
@FormerAntivax,Following,1680,1678,-2.0,1
@Foster_Geniuses,Following,300,301,1.0,1
@FpeSre,Followers,17,18,1.0,4
@FpeSre,Following,126,128,2.0,1
@France24_en,Following,1099,1101,2.0,1
@FranciscoGaffn,Bio,"I am helping companies translate ESG complexity into a competitive advantage, stakeholder value, and higher revenue. Contact  http://trinityESG.net","I help companies translate EAM, ERP, GRC, and ESG complexity into a competitive advantage, stakeholder value, and higher revenue.  https://trinityses.com",6.0,1
@FrancoandMarco,Followers,1439,1469,30.0,5
@FrancoandMarco,Following,919,930,11.0,4
@Freedomacts1,Followers,40,39,-1.0,3
@Freedomacts1,Following,47,40,-7.0,3
@Freedomsolarnrg,Followers,20,21,1.0,1
@Freiweg2,Followers,990,1140,150.0,6
@Freiweg2,Following,719,855,136.0,6
@FrontNutrition,Followers,3813,3820,7.0,5
@FrontNutrition,Following,491,490,-1.0,1
@FrontPubHealth,Followers,5006,5017,11.0,8
@FrontPubHealth,Following,2179,2179,0.0,4
@FunWritings,Followers,3400,3410,10.0,6
@FunWritings,Following,5182,5197,15.0,6
@FundedNext,Bio,"FundedNext Futures | Futures Prop Trading Firm
For every trader, every market.
https://fundednext.com/futures","For every trader, every market.",-78.0,1
@FundedNext,Following,255,252,-3.0,3
@Funding_Traders,Following,749,748,-1.0,2
@FutureEquals,Followers,588,586,-2.0,5
@FutureEquals,Following,1394,1398,4.0,6
@FutureFocusedFi,Followers,7,32,25.0,7
@Future_dividend,Followers,535,552,17.0,4
@Future_dividend,Following,273,431,158.0,4
@Future_dividend,Location,"Jacksonville Beach, FL","Zurich, Switzerland",,1
@GATETA30,Followers,1407,1436,29.0,7
@GDPUKcom,Following,2981,2979,-2.0,2
@GHealthcareMag,Followers,2343,2342,-1.0,1
@GJohnson_1978,Followers,2498,2526,28.0,7
@GJohnson_1978,Following,2204,2238,34.0,8
@GMbabuike,Followers,4124,4123,-1.0,4
@GMbabuike,Following,3457,3455,-2.0,3
@GMcalendar,Followers,70,70,0.0,2
@GMcalendar,Following,390,388,-2.0,1
@GNGAgritech,Followers,874,871,-3.0,5
@GREENESJ333,Followers,4052,4070,18.0,8
@GREENESJ333,Following,5873,5885,12.0,6
@GSILabs,Following,12,16,4.0,1
@GSMLBPicks,Followers,3107,3140,33.0,6
@GXmercato,Followers,817,818,1.0,6
@GXmercato,Following,1482,1476,-6.0,5
@Gabby_Recvry,Followers,1113,1072,-41.0,6
@Gabby_Recvry,Following,997,981,-16.0,6
@GabiTaylor14,Followers,208,294,86.0,1
@GabiTaylor14,Following,91,108,17.0,1
@Gadget_Ry,Followers,4791,4774,-17.0,1
@Gadget_Ry,Following,1569,1576,7.0,1
@Galacticdisclos,Followers,310,310,0.0,3
@Galacticdisclos,Following,880,881,1.0,5
@Galylynn,Followers,1473,1501,28.0,1
@Galylynn,Following,1619,1640,21.0,1
@GangstaGawk,Followers,1654,1652,-2.0,3
@Gangsta_Gossip,Followers,1215,1207,-8.0,1
@Gangsta_News,Followers,667,665,-2.0,3
@GarridoHigueros,Followers,341,342,1.0,5
@GarridoHigueros,Following,936,944,8.0,5
@GatewayHispanic,Followers,2510,2604,94.0,8
@GatewayHispanic,Following,270,284,14.0,5
@Gavin_Carsten,Followers,4066,4010,-56.0,6
@Gavin_Carsten,Following,414,412,-2.0,6
@GawainCampion,Followers,530,530,0.0,5
@GawainCampion,Following,890,896,6.0,3
@GazaWar_BD,Followers,158,163,5.0,6
@GeekooNews,Followers,4,4,0.0,2
@GermanyBlog10,Followers,899,903,4.0,1
@GhostEVplays,Followers,1578,2072,494.0,7
@GhostEVplays,Following,32,50,18.0,1
@GibsonSolicitor,Followers,828,828,0.0,5
@GibsonSolicitor,Following,927,925,-2.0,2
@GiftzByDezign,Followers,47,48,1.0,1
@GiftzByDezign,Following,80,82,2.0,2
@GilbertAveugle,Followers,1372,1376,4.0,3
@GilbertAveugle,Following,3595,3594,-1.0,3
@GingerMEdwin,Followers,1186,1223,37.0,5
@GingerMEdwin,Following,4721,4789,68.0,6
@GladstoneMarian,Followers,992,1014,22.0,5
@GladstoneMarian,Following,950,956,6.0,5
@Glagearshop,Followers,189,294,105.0,7
@GlobalPulse_Vir,Followers,2134,2698,564.0,6
@GlobalTrends88,Followers,146,145,-1.0,1
@GlobalWhispers_,Followers,260,266,6.0,5
@GlobalWhispers_,Following,476,477,1.0,4
@GlobalXFrontier,Bio,"The News That Matters:  Tracking Global Events, Economic Impacts, Environmental Changes, and the Human Story. Follow for updates.",Don't miss a beat. Follow for essential news and analysis to keep you ahead and informed about your world.,-23.0,1
@GlobalXFrontier,Followers,19,29,10.0,5
@GlobalXFrontier,Following,73,75,2.0,1
@Global_NewsWire,Bio,"Breaking news and updates from around the world.  Accurate, unbiased reporting. Follow us for the latest headlines and analysis.  Stay informed with Us.","Delivering breaking news, exclusive reports, and in-depth analysis from around the world.
Committed to accuracy, objectivity, and serving a global audience.",4.0,1
@Global_NewsWire,Followers,187,313,126.0,6
@Global_NewsWire,Following,34,25,-9.0,1
@Global_NewsWire,Location,United States,Global,,1
@GlobeWarReport,Followers,1613,1756,143.0,6
@GlobeWarReport,Following,89,94,5.0,4
@Goodlife697,Followers,301,303,2.0,1
@Goodlife697,Following,56,162,106.0,1
@GraemeLScott,Followers,2732,2738,6.0,5
@GraemeLScott,Following,2919,2917,-2.0,2
@Great_GER_Again,Followers,27,55,28.0,7
@Great_GER_Again,Following,2,6,4.0,4
@GreekNewsGuy,Followers,1219,1214,-5.0,6
@GreekNewsGuy,Following,229,228,-1.0,3
@Gregg47514517,Followers,726,756,30.0,1
@GreteThorn,Followers,772,775,3.0,4
@GroupeClaus,Following,30,31,1.0,1
@GrowwTogether_,Followers,307,329,22.0,6
@GrowwTogether_,Following,26,25,-1.0,1
@Guard911,Followers,807,806,-1.0,1
@GucciferC,Followers,31,31,0.0,5
@GucciferC,Following,160,158,-2.0,5
@GuerillaAspies,Followers,502,500,-2.0,1
@GujaratMail,Followers,189,194,5.0,3
@GujaratMail,Following,153,154,1.0,2
@H1headline,Followers,3,2,-1.0,2
@HASCKALU,Followers,1818,1814,-4.0,4
@HASSANBOUSSATTA,Followers,205,211,6.0,6
@HASSANBOUSSATTA,Following,175,175,0.0,4
@HCMmag,Followers,5259,5233,-26.0,1
@HCMmag,Following,1365,1362,-3.0,1
@HHDigital1,Followers,76,81,5.0,1
@HIMzone666NetMs,Followers,209,213,4.0,3
@HIMzone666NetMs,Following,554,556,2.0,1
@HMCHospitalJobs,Followers,168,168,0.0,2
@HODL2Glory,Followers,168,201,33.0,6
@HODL2Glory,Following,164,189,25.0,4
@HRCurator,Following,110,109,-1.0,1
@HaimishTheRed,Followers,664,708,44.0,1
@HaimishTheRed,Following,3047,3079,32.0,1
@HaltTrade,Followers,8485,8548,63.0,6
@Hamaresha,Following,64,70,6.0,1
@HannahDchm,Followers,153,158,5.0,4
@HannahDchm,Following,496,497,1.0,3
@HarborUsa,Followers,17,18,1.0,2
@HarborUsa,Following,20,21,1.0,1
@HarmonyAlgo,Followers,52,51,-1.0,1
@HarmonyAlgo,Following,28,31,3.0,1
@HarryO1975,Bio,Making a call for #BlackAmerica to come together in #BlackUnity for #BlackEmpowerment. (Code: #BU4BE) Support The Cash App: $HT859,Making a call for #BlackAmerica to come together in #BlackUnity for #BlackEmpowerment. (Code: #BU4BE),-29.0,1
@HarryO1975,Followers,7517,7584,67.0,8
@HarryO1975,Following,3129,3137,8.0,7
@Hawaiianshirtga,Followers,6,8,2.0,1
@HealthDailyNow,Followers,8,10,2.0,3
@HealthDailyNow,Following,20,53,33.0,4
@Healthy_Mgz,Followers,73,75,2.0,5
@HelenSurin31953,Followers,82,97,15.0,4
@HelenSurin31953,Following,183,218,35.0,3
@HenryJo12635111,Followers,998,1022,24.0,3
@HenryJo12635111,Following,803,810,7.0,3
@HerCyanideSmile,Followers,481,478,-3.0,4
@HerCyanideSmile,Following,3510,3510,0.0,2
@Heroofkashmir,Followers,2237,2222,-15.0,1
@Heydar_Ross_K,Followers,746,745,-1.0,1
@Heydar_Ross_K,Following,1414,1416,2.0,1
@HgateAdvertiser,Following,579,578,-1.0,1
@Hillbilly_News,Followers,803,797,-6.0,2
@HipHopTamizhaF3,Followers,517,482,-35.0,1
@HipHopTamizhaF3,Following,1054,1027,-27.0,1
@HlthcareToday,Followers,10,13,3.0,4
@HlthcareToday,Following,1,0,-1.0,1
@Holland_Knight,Followers,5916,5911,-5.0,1
@HolthausBob,Followers,241,261,20.0,5
@HongJianwsws,Followers,612,614,2.0,1
@HongJianwsws,Following,979,982,3.0,1
@HopewellGMaria,Followers,232,300,68.0,6
@HopewellGMaria,Following,438,460,22.0,8
@HorizonLtd2,Following,100,104,4.0,1
@HotTakeInsight,Followers,153,163,10.0,6
@HotTakeInsight,Following,24,26,2.0,4
@HowBoutDem_Boys,Followers,26,28,2.0,3
@HowBoutDem_Boys,Following,51,50,-1.0,1
@Humanize911,Followers,1170,1175,5.0,6
@Humanize911,Following,1499,1501,2.0,2
@HuntScreens,Followers,251,258,7.0,3
@HwyMwb72365,Followers,137,140,3.0,6
@HwyMwb72365,Following,101,130,29.0,5
@HyvHorticulture,Followers,34,35,1.0,3
@HyvHorticulture,Following,112,111,-1.0,1
@IEthics,Followers,9696,9678,-18.0,6
@IEthics,Following,7331,7357,26.0,4
@IGU_Andrew,Followers,553,545,-8.0,5
@IKE_DEVJI,Followers,2874,2881,7.0,1
@IKE_DEVJI,Following,3929,3931,2.0,1
@ILuvCO2,Followers,5898,5898,0.0,4
@ILuvCO2,Following,745,744,-1.0,1
@INEVIFIT,Followers,1143,1140,-3.0,1
@INEVIFIT,Following,1261,1260,-1.0,1
@INVESTORNEHA,Followers,81,88,7.0,5
@INVESTORNEHA,Following,261,264,3.0,1
@IOL_Lifestyle,Following,5905,5900,-5.0,1
@IPGcounselingNJ,Followers,1626,1620,-6.0,5
@ITGGlobal,Followers,1493,2570,1077.0,1
@IZaid_Noah,Followers,40,38,-2.0,2
@IamtheDiDi,Followers,1981,1986,5.0,4
@IamtheDiDi,Following,5039,5047,8.0,4
@Ibnalbarrr,Bio,"حتى الشهادة أو النصر 
War analysis and photographer","حتى الشهادة أو النصر 
War analysis and photographer.

founder of : Homeland Task Force ( H.T.F )",45.0,1
@Ibnalbarrr,Followers,18,18,0.0,3
@Ibnalbarrr,Following,15,16,1.0,1
@Ihsan0622,Followers,177,201,24.0,7
@Ihsan0622,Following,211,223,12.0,5
@ImCryptOpus,Followers,5646,5964,318.0,7
@ImCryptOpus,Following,351,357,6.0,8
@ImFaiz_07,Followers,1286,1292,6.0,5
@ImFaiz_07,Following,5705,5705,0.0,7
@Immunize_USA,Followers,2239,2237,-2.0,4
@Immunize_USA,Following,2359,2356,-3.0,3
@IndependentGulf,Followers,219,236,17.0,6
@IndependentGulf,Following,430,433,3.0,2
@IndiaPulseNow,Followers,56,540,484.0,6
@IndiaPulseNow,Following,50,178,128.0,4
@IndiaSpelling,Followers,92,93,1.0,3
@IndiaSpelling,Following,262,263,1.0,1
@IndianVCA,Followers,6472,6487,15.0,5
@InfinityAnand,Followers,85,94,9.0,6
@InfinityAnand,Following,219,221,2.0,2
@Infintea_,Followers,8,14,6.0,1
@Infintea_,Following,58,56,-2.0,1
@Infinxinc,Followers,1772,1787,15.0,6
@Infinxinc,Following,1155,1239,84.0,3
@InfoSecComm,Following,630,631,1.0,1
